SKU Accounting Flag,S.No,Notes,Keying Remarks,ATS_ID,Item ID,Terminal Node Name,PSF ID,Article,Brand,Global Description,Manufacturer Name,Manufacturer Part Number,GEDI Model Taxonomy,Manufacturer Part No,Additional Mfr Part No,Data Source Status,HTML,PT Sourced PDF,PT Sourced PDF_Page No,RS Website,RS PDF,Data Sourcing Remarks,Attrname1,AttrValue1,AttrUnit1,Attrname2,AttrValue2,AttrUnit2,Attrname3,AttrValue3,AttrUnit3,Attrname4,AttrValue4,AttrUnit4,Attrname5,AttrValue5,AttrUnit5,Attrname6,AttrValue6,AttrUnit6,Attrname7,AttrValue7,AttrUnit7,Attrname8,AttrValue8,AttrUnit8,Attrname9,AttrValue9,AttrUnit9,Attrname10,AttrValue10,AttrUnit10,Attrname11,AttrValue11,AttrUnit11,Attrname12,AttrValue12,AttrUnit12,Attrname13,AttrValue13,AttrUnit13,Attrname14,AttrValue14,AttrUnit14,Attrname15,AttrValue15,AttrUnit15,Attrname16,AttrValue16,AttrUnit16,Attrname17,AttrValue17,AttrUnit17,Attrname18,AttrValue18,AttrUnit18,Attrname19,AttrValue19,AttrUnit19,Attrname20,AttrValue20,AttrUnit20,Attrname21,AttrValue21,AttrUnit21,Attrname22,AttrValue22,AttrUnit22,Attrname23,AttrValue23,AttrUnit23,Attrname24,AttrValue24,AttrUnit24,Attrname25,AttrValue25,AttrUnit25,Attrname26,AttrValue26,AttrUnit26,Attrname27,AttrValue27,AttrUnit27,Attrname28,AttrValue28,AttrUnit28,Attrname29,AttrValue29,AttrUnit29,Attrname30,AttrValue30,AttrUnit30,Attrname31,AttrValue31,AttrUnit31,Attrname32,AttrValue32,AttrUnit32,Attrname33,AttrValue33,AttrUnit33,Attrname34,AttrValue34,AttrUnit34,Attrname35,AttrValue35,AttrUnit35,Attrname36,AttrValue36,AttrUnit36,Attrname37,AttrValue37,AttrUnit37,Attrname38,AttrValue38,AttrUnit38,Attrname39,AttrValue39,AttrUnit39,Attrname40,AttrValue40,AttrUnit40,Attrname41,AttrValue41,AttrUnit41,Attrname42,AttrValue42,AttrUnit42,Attrname43,AttrValue43,AttrUnit43,Attrname44,AttrValue44,AttrUnit44,Attrname45,AttrValue45,AttrUnit45,Attrname46,AttrValue46,AttrUnit46,Attrname47,AttrValue47,AttrUnit47,Attrname48,AttrValue48,AttrUnit48,Attrname49,AttrValue49,AttrUnit49,Attrname50,AttrValue50,AttrUnit50,Attrname51,AttrValue51,AttrUnit51,Attrname52,AttrValue52,AttrUnit52,Attrname53,AttrValue53,AttrUnit53,Attrname54,AttrValue54,AttrUnit54,Attrname55,AttrValue55,AttrUnit55,Attrname56,AttrValue56,AttrUnit56,Legacy,RS Site,Not in LOV,Decision Log Code,Fill Rate,Keying User,Overall Status
Build_011916_Altius,529,,Series Match,ATS16011013321,14636813,RF Attenuators,PSF_437181,9162337,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906K-024-C05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906K-024-C05,,Found,http://www.keysight.com/en/pd-1000001946%3Aepsg%3Apro-pn-84906K/programmable-step-attenuator-265-ghz-90-db-10-db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 26.5,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,,,Connector Type,,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,26.5,GHz,Model Number (p),84906K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Gopalakrishnan C,Completed
Build_011916_Altius,530,,,ATS16011013324,14636819,RF Attenuators,PSF_437181,9162343,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-006-011,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-006-011,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,531,,,ATS16011013325,14636821,RF Attenuators,PSF_437181,9162346,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-006-015,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-006-015,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,532,,,ATS16011013326,14636823,RF Attenuators,PSF_437181,9162340,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-006-024,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-006-024,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,533,,Series Match,ATS16011013327,14636825,RF Attenuators,PSF_437181,9162359,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-006-V05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-006-V05,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,534,,,ATS16011013328,14636827,RF Attenuators,PSF_437181,9162352,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-011-100,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-011-100,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,1.8,,Connector Type,2.4 mm Male;2.4 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,535,,,ATS16011013331,14636833,RF Attenuators,PSF_437181,9162368,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-011-101,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-011-101,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,1.8,,Connector Type,2.4 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,536,,,ATS16011013334,14636839,RF Attenuators,PSF_437181,9162374,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-011-106,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-011-106,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Male;2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,537,,Series Match,ATS16011013338,14636847,RF Attenuators,PSF_437181,9162384,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-011-C05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-011-C05,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,,,Connector Type,,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Gopalakrishnan C,Completed
Build_011916_Altius,538,,,ATS16011013329,14636829,RF Attenuators,PSF_437181,9162356,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-015-100,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-015-100,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,1.8,,Connector Type,2.4 mm Male;2.4 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,539,,,ATS16011013332,14636835,RF Attenuators,PSF_437181,9162362,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-015-101,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-015-101,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,1.8,,Connector Type,2.4 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,540,,,ATS16011013335,14636841,RF Attenuators,PSF_437181,9162378,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-015-106,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-015-106,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Male;2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,541,,Series Match,ATS16011013339,14636849,RF Attenuators,PSF_437181,9162393,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-015-C05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-015-C05,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,,,Connector Type,,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Gopalakrishnan C,Completed
Build_011916_Altius,542,,,ATS16011013336,14636843,RF Attenuators,PSF_437181,9162387,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-024-106,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-024-106,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,2.0,,Connector Type,2.92 mm Male;2.92 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,543,,Series Match,ATS16011013340,14636851,RF Attenuators,PSF_437181,9162396,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-024-C05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-024-C05,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,,,Connector Type,,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Gopalakrishnan C,Completed
Build_011916_Altius,544,,,ATS16011013330,14636831,RF Attenuators,PSF_437181,9162365,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-100-V05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-100-V05,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,1.8,,Connector Type,2.4 mm Male;2.4 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
Build_011916_Altius,545,,,ATS16011013333,14636837,RF Attenuators,PSF_437181,9162371,Keysight Technologies,"Programmable Attenuator,90dB,10dB Steps",Keysight Technologies,84906L-101-V05,Test & Measurement>RF Test Equipment & Accessories>RF Test Equipment>RF Attenuation>RF Attenuators,84906L-101-V05,,Found,http://www.keysight.com/en/pd-1000001947%3Aepsg%3Apro-pn-84906L/programmable-attenuator-40-ghz-90-db-10db-steps?cc=IN&lc=eng,http://literature.cdn.keysight.com/litweb/pdf/5963-6944E.pdf?id=1000030610:epsg:dow,7,,,MFR HTML/MFR PDF,Brand,Keysight Technologies,,Frequency Range,0 to 40,GHz,Maximum Attenuation,90,dB,Fixed Attenuation,-,,Manual/Programmable Adjustment,Programmable,,Maximum SWR,1.8,,Connector Type,2.4 mm Female,,Output Impedance,,,Operating Temperature Range,-20 to +75,°C,Dimensions,94 x 41.8 x 41.5,mm,Weight,291,g,Width,41.8,mm,Minimum Frequency,0,GHz,Maximum Operating Temperature,+75,°C,Height,41.5,mm,Length,94,mm,Minimum Operating Temperature,-20,°C,Maximum Frequency,40,GHz,Model Number (p),84906L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Gopalakrishnan C,Completed
